timestamp,joint_pos_0,joint_pos_1,joint_pos_2,joint_pos_3,joint_pos_4,joint_pos_5,joint_pos_6,joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,ft_fx,ft_fy,ft_fz,ft_tx,ft_ty,ft_tz
2025-09-12T21:30:09.825042,-0.082836453,-1.254795389,1.099817101,-1.351446466,-1.745625321,-0.019924943,0,-0.082836453,-1.254795389,1.099817101,-1.351446466,-1.745625321,-0.019924943,0,0.1406,0.6294,-0.299,-0.01697,0.00669,-0.00194
2025-09-12T21:30:09.856988,-0.082836453,-1.254783468,1.099829499,-1.351446466,-1.745649163,-0.019973103,0,-0.082836453,-1.254783468,1.099829499,-1.351446466,-1.745649163,-0.019973103,0,0.1406,0.6094,-0.319,-0.01897,0.00669,-0.00294
2025-09-12T21:30:09.888970,-0.082824532,-1.254795389,1.099865739,-1.351386384,-1.745649163,-0.019936864,0,-0.082824532,-1.254795389,1.099865739,-1.351386384,-1.745649163,-0.019936864,0,0.1006,0.6294,-0.319,-0.01597,0.00769,-0.00294
2025-09-12T21:30:09.921056,-0.082848374,-1.25480731,1.099852387,-1.351458387,-1.745661084,-0.019948785,0,-0.082848374,-1.25480731,1.099852387,-1.351458387,-1.745661084,-0.019948785,0,0.1006,0.6494,-0.339,-0.01497,0.00669,-0.00294
2025-09-12T21:30:09.953075,-0.082812611,-1.254747705,1.099829499,-1.351434545,-1.745661084,-0.019913022,0,-0.082812611,-1.254747705,1.099829499,-1.351434545,-1.745661084,-0.019913022,0,0.0406,0.6294,-0.219,-0.01697,0.00969,-0.00394
2025-09-12T21:30:10.001083,-0.082812611,-1.254795389,1.099829499,-1.351458387,-1.745661084,-0.019948785,0,-0.082812611,-1.254795389,1.099829499,-1.351458387,-1.745661084,-0.019948785,0,0.1406,0.6294,-0.419,-0.01697,0.00469,-0.00294
2025-09-12T21:30:10.033091,-0.082848374,-1.254795389,1.099840943,-1.351422147,-1.745661084,-0.019924943,0,-0.082848374,-1.254795389,1.099840943,-1.351422147,-1.745661084,-0.019924943,0,0.0606,0.6294,-0.239,-0.01697,0.00969,-0.00294
2025-09-12T21:30:10.081136,-0.082836453,-1.254795389,1.099817101,-1.351410703,-1.745661084,-0.019948785,0,-0.082836453,-1.254795389,1.099817101,-1.351410703,-1.745661084,-0.019948785,0,0.0206,0.6894,-0.299,-0.01597,0.00869,-0.00294
2025-09-12T21:30:10.113132,-0.082860295,-1.25481923,1.099865739,-1.351410703,-1.745673482,-0.019924943,0,-0.082860295,-1.25481923,1.099865739,-1.351410703,-1.745673482,-0.019924943,0,0.1006,0.6094,-0.199,-0.01897,0.00969,-0.00294
2025-09-12T21:30:10.145152,-0.082836453,-1.254795389,1.099840943,-1.351446466,-1.745697323,-0.019960705,0,-0.082836453,-1.254795389,1.099840943,-1.351446466,-1.745697323,-0.019960705,0,0.0606,0.6094,-0.279,-0.01597,0.00769,-0.00294
2025-09-12T21:30:10.177182,-0.082836453,-1.254795389,1.099888627,-1.351458387,-1.745709244,-0.019936864,0,-0.082836453,-1.254795389,1.099888627,-1.351458387,-1.745709244,-0.019936864,0,0.1206,0.6094,-0.219,-0.01897,0.00869,-0.00194
2025-09-12T21:30:10.209247,-0.082836453,-1.254759626,1.099829499,-1.351458387,-1.745697323,-0.019948785,0,-0.082836453,-1.254759626,1.099829499,-1.351458387,-1.745697323,-0.019948785,0,0.1406,0.6294,-0.279,-0.01697,0.00669,-0.00194
2025-09-12T21:30:10.241242,-0.082824532,-1.25481923,1.099840943,-1.351422147,-1.745661084,-0.019948785,0,-0.082824532,-1.25481923,1.099840943,-1.351422147,-1.745661084,-0.019948785,0,0.0406,0.6294,-0.199,-0.01797,0.00969,-0.00394
2025-09-12T21:30:10.273218,-0.082824532,-1.25481923,1.099852387,-1.351458387,-1.745661084,-0.019948785,0,-0.082824532,-1.25481923,1.099852387,-1.351458387,-1.745661084,-0.019948785,0,0.0206,0.5894,-0.239,-0.01797,0.00969,-0.00394
2025-09-12T21:30:10.305263,-0.082812611,-1.254771547,1.099865739,-1.351434545,-1.745685403,-0.019924943,0,-0.082812611,-1.254771547,1.099865739,-1.351434545,-1.745685403,-0.019924943,0,0.1606,0.6494,-0.339,-0.01497,0.00669,-0.00194
2025-09-12T21:30:10.337290,-0.082836453,-1.254843549,1.099804703,-1.351446466,-1.745661084,-0.019948785,0,-0.082836453,-1.254843549,1.099804703,-1.351446466,-1.745661084,-0.019948785,0,0.0006,0.6494,-0.259,-0.01897,0.00869,-0.00294
2025-09-12T21:30:10.369326,-0.082812611,-1.25480731,1.099852387,-1.351434545,-1.745709244,-0.019936864,0,-0.082812611,-1.25480731,1.099852387,-1.351434545,-1.745709244,-0.019936864,0,0.1206,0.6094,-0.199,-0.01897,0.00869,-0.00194
2025-09-12T21:30:10.401319,-0.082860295,-1.254795389,1.099865739,-1.351434545,-1.745697323,-0.019936864,0,-0.082860295,-1.254795389,1.099865739,-1.351434545,-1.745697323,-0.019936864,0,0.0806,0.5894,-0.219,-0.01897,0.00869,-0.00294
2025-09-12T21:30:10.433325,-0.082824532,-1.254759626,1.099817101,-1.351434545,-1.745661084,-0.019924943,0,-0.082824532,-1.254759626,1.099817101,-1.351434545,-1.745661084,-0.019924943,0,0.1206,0.5894,-0.279,-0.01897,0.00669,-0.00294
2025-09-12T21:30:10.465329,-0.082848374,-1.254783468,1.099840943,-1.351446466,-1.745649163,-0.019960705,0,-0.082848374,-1.254783468,1.099840943,-1.351446466,-1.745649163,-0.019960705,0,0.1006,0.6494,-0.359,-0.01397,0.00669,-0.00294
2025-09-12T21:30:10.497419,-0.082812611,-1.254795389,1.099852387,-1.351434545,-1.745685403,-0.019913022,0,-0.082812611,-1.254795389,1.099852387,-1.351434545,-1.745685403,-0.019913022,0,0.1606,0.6294,-0.259,-0.01797,0.00769,-0.00194
2025-09-12T21:30:10.547685,-0.082812611,-1.254771547,1.099840943,-1.351458387,-1.745673482,-0.019924943,0,-0.082812611,-1.254771547,1.099840943,-1.351458387,-1.745673482,-0.019924943,0,0.0806,0.6294,-0.199,-0.01897,0.00969,-0.00194
2025-09-12T21:30:10.593390,-0.082836453,-1.254771547,1.099865739,-1.351434545,-1.745661084,-0.019913022,0,-0.082836453,-1.254771547,1.099865739,-1.351434545,-1.745661084,-0.019913022,0,0.1006,0.6094,-0.199,-0.01897,0.00869,-0.00294
2025-09-12T21:30:10.625463,-0.082836453,-1.254783468,1.099888627,-1.351446466,-1.745673482,-0.019948785,0,-0.082836453,-1.254783468,1.099888627,-1.351446466,-1.745673482,-0.019948785,0,0.0606,0.6494,-0.319,-0.01397,0.00769,-0.00394
2025-09-12T21:30:10.673447,-0.082872216,-1.25480731,1.099829499,-1.351422147,-1.745661084,-0.019948785,0,-0.082872216,-1.25480731,1.099829499,-1.351422147,-1.745661084,-0.019948785,0,0.0406,0.5894,-0.199,-0.01897,0.00969,-0.00394
2025-09-12T21:30:10.721498,-0.082836453,-1.254831151,1.099865739,-1.351470308,-1.745685403,-0.019913022,0,-0.082836453,-1.254831151,1.099865739,-1.351470308,-1.745685403,-0.019913022,0,0.1406,0.5694,-0.319,-0.02197,0.00569,-0.00194
2025-09-12T21:30:10.753503,-0.082836453,-1.25481923,1.099840943,-1.351422147,-1.745625321,-0.019900624,0,-0.082836453,-1.25481923,1.099840943,-1.351422147,-1.745625321,-0.019900624,0,0.0606,0.6294,-0.259,-0.01597,0.00869,-0.00394
2025-09-12T21:30:10.785553,-0.082824532,-1.254759626,1.099840943,-1.351446466,-1.745661084,-0.019948785,0,-0.082824532,-1.254759626,1.099840943,-1.351446466,-1.745661084,-0.019948785,0,0.0606,0.6094,-0.219,-0.01697,0.00969,-0.00294
2025-09-12T21:30:10.817534,-0.082848374,-1.254759626,1.099829499,-1.351434545,-1.745625321,-0.019936864,0,-0.082848374,-1.254759626,1.099829499,-1.351434545,-1.745625321,-0.019936864,0,0.0806,0.6294,-0.259,-0.01697,0.00869,-0.00394
2025-09-12T21:30:10.849578,-0.082812611,-1.25480731,1.099840943,-1.351434545,-1.745709244,-0.019936864,0,-0.082812611,-1.25480731,1.099840943,-1.351434545,-1.745709244,-0.019936864,0,0.0406,0.6094,-0.199,-0.01897,0.01269,-0.00294
2025-09-12T21:30:10.881557,-0.082824532,-1.25481923,1.099840943,-1.351434545,-1.745673482,-0.019948785,0,-0.082824532,-1.25481923,1.099840943,-1.351434545,-1.745673482,-0.019948785,0,0.1006,0.6094,-0.299,-0.01997,0.00669,-0.00294
2025-09-12T21:30:10.913620,-0.082812611,-1.254795389,1.099840943,-1.351446466,-1.745673482,-0.019936864,0,-0.082812611,-1.254795389,1.099840943,-1.351446466,-1.745673482,-0.019936864,0,0.0606,0.6294,-0.339,-0.01497,0.00769,-0.00394
2025-09-12T21:30:10.945584,-0.082848374,-1.254831151,1.099829499,-1.351422147,-1.745685403,-0.019948785,0,-0.082848374,-1.254831151,1.099829499,-1.351422147,-1.745685403,-0.019948785,0,0.1406,0.6094,-0.319,-0.01597,0.00669,-0.00194
2025-09-12T21:30:10.993610,-0.082824532,-1.254783468,1.099840943,-1.351446466,-1.745637242,-0.019960705,0,-0.082824532,-1.254783468,1.099840943,-1.351446466,-1.745637242,-0.019960705,0,0.1206,0.6094,-0.199,-0.01897,0.00869,-0.00194
2025-09-12T21:30:11.025787,-0.082884137,-1.254747705,1.099840943,-1.351410703,-1.745673482,-0.019948785,0,-0.082884137,-1.254747705,1.099840943,-1.351410703,-1.745673482,-0.019948785,0,0.0806,0.6694,-0.339,-0.01497,0.00669,-0.00294
2025-09-12T21:30:11.073804,-0.082848374,-1.254783468,1.099840943,-1.351458387,-1.745661084,-0.019924943,0,-0.082848374,-1.254783468,1.099840943,-1.351458387,-1.745661084,-0.019924943,0,0.0806,0.6094,-0.259,-0.01697,0.00869,-0.00294
2025-09-12T21:30:11.121755,-0.082848374,-1.254783468,1.099829499,-1.351446466,-1.745697323,-0.019913022,0,-0.082848374,-1.254783468,1.099829499,-1.351446466,-1.745697323,-0.019913022,0,0.1606,0.6494,-0.319,-0.01597,0.00569,-0.00194
