timestamp,joint_pos_0,joint_pos_1,joint_pos_2,joint_pos_3,joint_pos_4,joint_pos_5,joint_pos_6,joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,ft_fx,ft_fy,ft_fz
2025-09-12T21:26:40.821291,0.144175053,-1.620595118,1.56955177,-1.699134012,-1.599239651,0.184034348,0,0.144175053,-1.620595118,1.56955177,-1.699134012,-1.599239651,0.184034348,0,-1.0194,-0.9106,-0.179
2025-09-12T21:26:40.853291,0.144414425,-1.62085261,1.570953671,-1.699708601,-1.598745171,0.18435812,0,0.144414425,-1.62085261,1.570953671,-1.699708601,-1.598745171,0.18435812,0,-0.8794,-1.1906,-0.159
2025-09-12T21:26:40.885300,0.144641399,-1.621297499,1.572485272,-1.700308939,-1.597912614,0.184961319,0,0.144641399,-1.621297499,1.572485272,-1.700308939,-1.597912614,0.184961319,0,-1.1794,-1.1506,-0.219
2025-09-12T21:26:40.917349,0.144855499,-1.62172856,1.573873822,-1.701003214,-1.596530263,0.185653687,0,0.144855499,-1.62172856,1.573873822,-1.701003214,-1.596530263,0.185653687,0,-0.9594,-0.9706,-0.139
2025-09-12T21:26:40.949334,0.144986629,-1.622221609,1.575334851,-1.701394697,-1.595043008,0.186250687,0,0.144986629,-1.622221609,1.575334851,-1.701394697,-1.595043008,0.186250687,0,-0.9794,-1.1506,-0.099
2025-09-12T21:26:40.981355,0.14511776,-1.622736593,1.576769177,-1.701633593,-1.59383661,0.186542988,0,0.14511776,-1.622736593,1.576769177,-1.701633593,-1.59383661,0.186542988,0,-1.0794,-1.0706,-0.179
2025-09-12T21:26:41.013368,0.145201206,-1.623226305,1.578022305,-1.701824804,-1.592321698,0.186601162,0,0.145201206,-1.623226305,1.578022305,-1.701824804,-1.592321698,0.186601162,0,-1.0994,-1.1706,-0.179
2025-09-12T21:26:41.045428,0.145272732,-1.62354674,1.578878705,-1.701992174,-1.591058079,0.186515331,0,0.145272732,-1.62354674,1.578878705,-1.701992174,-1.591058079,0.186515331,0,-0.8994,-1.1706,-0.219
2025-09-12T21:26:41.093446,0.145320415,-1.623615881,1.579559628,-1.702159544,-1.590067212,0.186285496,0,0.145320415,-1.623615881,1.579559628,-1.702159544,-1.590067212,0.186285496,0,-1.0994,-0.9906,-0.199
2025-09-12T21:26:41.125476,0.145392418,-1.623543402,1.580240552,-1.702243467,-1.589086835,0.185911655,0,0.145392418,-1.623543402,1.580240552,-1.702243467,-1.589086835,0.185911655,0,-0.9794,-1.2106,-0.179
2025-09-12T21:26:41.157597,0.145452023,-1.62337031,1.580402676,-1.7023622,-1.588528935,0.185468197,0,0.145452023,-1.62337031,1.580402676,-1.7023622,-1.588528935,0.185468197,0,-1.0394,-1.1106,-0.219
2025-09-12T21:26:41.189584,0.145500183,-1.622924467,1.580412213,-1.702337404,-1.588451687,0.184941292,0,0.145500183,-1.622924467,1.580412213,-1.702337404,-1.588451687,0.184941292,0,-1.0394,-1.1506,-0.139
2025-09-12T21:26:41.221520,0.145498753,-1.622334143,1.580326382,-1.702312132,-1.588660542,0.184403896,0,0.145498753,-1.622334143,1.580326382,-1.702312132,-1.588660542,0.184403896,0,-1.0194,-1.0906,-0.379
2025-09-12T21:26:41.253580,0.145461559,-1.621554037,1.580316846,-1.702227732,-1.589046303,0.184046268,0,0.145461559,-1.621554037,1.580316846,-1.702227732,-1.589046303,0.184046268,0,-0.9594,-1.0906,-0.179
2025-09-12T21:26:41.285543,0.145377159,-1.620725294,1.580318753,-1.702071329,-1.589660947,0.183701038,0,0.145377159,-1.620725294,1.580318753,-1.702071329,-1.589660947,0.183701038,0,-0.9394,-1.0706,-0.319
2025-09-12T21:26:41.317611,0.145111084,-1.619727751,1.580612485,-1.701927324,-1.590415303,0.183498859,0,0.145111084,-1.619727751,1.580612485,-1.701927324,-1.590415303,0.183498859,0,-0.9794,-1.0706,-0.299
2025-09-12T21:26:41.349618,0.144775391,-1.618648191,1.581203763,-1.70183148,-1.591061894,0.183283329,0,0.144775391,-1.618648191,1.581203763,-1.70183148,-1.591061894,0.183283329,0,-1.0594,-0.9706,-0.139
2025-09-12T21:26:41.381621,0.144342899,-1.617485662,1.582092587,-1.701640268,-1.591646973,0.183177948,0,0.144342899,-1.617485662,1.582092587,-1.701640268,-1.591646973,0.183177948,0,-0.8794,-0.9706,-0.339
2025-09-12T21:26:41.413672,0.143741131,-1.616383692,1.58332092,-1.701508661,-1.592234914,0.183131218,0,0.143741131,-1.616383692,1.58332092,-1.701508661,-1.592234914,0.183131218,0,-0.8594,-0.9906,-0.099
2025-09-12T21:26:41.445667,0.142912388,-1.615425249,1.584774319,-1.701485296,-1.592771832,0.183081627,0,0.142912388,-1.615425249,1.584774319,-1.701485296,-1.592771832,0.183081627,0,-0.9594,-0.9906,-0.159
2025-09-12T21:26:41.493717,0.141807556,-1.614298483,1.586439435,-1.701413294,-1.593188588,0.18299818,0,0.141807556,-1.614298483,1.586439435,-1.701413294,-1.593188588,0.18299818,0,-0.7794,-1.0106,0.101
2025-09-12T21:26:41.541741,0.139531612,-1.612719198,1.588568036,-1.701366087,-1.593715016,0.182890892,0,0.139531612,-1.612719198,1.588568036,-1.701366087,-1.593715016,0.182890892,0,-1.0794,-0.8106,-0.059
2025-09-12T21:26:41.589741,0.137508869,-1.611388346,1.590193097,-1.701341768,-1.593988244,0.182819843,0,0.137508869,-1.611388346,1.590193097,-1.701341768,-1.593988244,0.182819843,0,-0.8794,-0.9706,0.041
2025-09-12T21:26:41.637783,0.135380745,-1.610040804,1.591186825,-1.701269766,-1.594182316,0.18273592,0,0.135380745,-1.610040804,1.591186825,-1.701269766,-1.594182316,0.18273592,0,-1.0594,-1.2906,0.021
2025-09-12T21:26:41.685838,0.133527756,-1.608044287,1.590803448,-1.701222559,-1.594590012,0.182675838,0,0.133527756,-1.608044287,1.590803448,-1.701222559,-1.594590012,0.182675838,0,-1.0994,-1.0706,-0.059
2025-09-12T21:26:41.734218,0.131508827,-1.605431696,1.589695279,-1.701185843,-1.595081155,0.182651997,0,0.131508827,-1.605431696,1.589695279,-1.701185843,-1.595081155,0.182651997,0,-0.6394,-1.1906,-0.379
2025-09-12T21:26:41.781856,0.128085613,-1.601137777,1.587879483,-1.701222559,-1.595572297,0.182604313,0,0.128085613,-1.601137777,1.587879483,-1.701222559,-1.595572297,0.182604313,0,-1.0194,-0.8506,0.001
2025-09-12T21:26:41.813871,0.125087738,-1.597973963,1.586357419,-1.701308867,-1.595751111,0.182580471,0,0.125087738,-1.597973963,1.586357419,-1.701308867,-1.595751111,0.182580471,0,-0.5594,-1.1306,-0.059
2025-09-12T21:26:41.845873,0.121651173,-1.594218393,1.584553067,-1.701611658,-1.596061532,0.182470322,0,0.121651173,-1.594218393,1.584553067,-1.701611658,-1.596061532,0.182470322,0,-1.0794,-0.6106,-0.219
2025-09-12T21:26:41.877909,0.118036747,-1.589831968,1.582647626,-1.701862951,-1.59616882,0.182302475,0,0.118036747,-1.589831968,1.582647626,-1.701862951,-1.59616882,0.182302475,0,-0.7194,-1.0706,0.041
2025-09-12T21:26:41.909927,0.114459038,-1.585187574,1.580597226,-1.702222487,-1.596371953,0.182123184,0,0.114459038,-1.585187574,1.580597226,-1.702222487,-1.596371953,0.182123184,0,-1.1394,-0.5506,-0.059
2025-09-12T21:26:41.941944,0.110993862,-1.580642839,1.578535382,-1.702425619,-1.596431557,0.181955814,0,0.110993862,-1.580642839,1.578535382,-1.702425619,-1.596431557,0.181955814,0,-0.7594,-0.8506,0.201
2025-09-12T21:26:41.973968,0.107524872,-1.576385637,1.576258008,-1.702773233,-1.596539799,0.181848526,0,0.107524872,-1.576385637,1.576258008,-1.702773233,-1.596539799,0.181848526,0,-1.0594,-0.4906,0.021
2025-09-12T21:26:42.006004,0.104187012,-1.572390219,1.573763196,-1.703012606,-1.596587006,0.181645393,0,0.104187012,-1.572390219,1.573763196,-1.703012606,-1.596587006,0.181645393,0,-0.9394,-1.1506,0.021
2025-09-12T21:26:42.038055,0.100828171,-1.567847089,1.570658032,-1.703299662,-1.596635167,0.181403637,0,0.100828171,-1.567847089,1.570658032,-1.703299662,-1.596635167,0.181403637,0,-1.1394,-0.6506,0.061
2025-09-12T21:26:42.070039,0.097986698,-1.563478784,1.56746513,-1.70344319,-1.596621339,0.181105137,0,0.097986698,-1.563478784,1.56746513,-1.70344319,-1.596621339,0.181105137,0,-0.9594,-0.7906,0.241
2025-09-12T21:26:42.102098,0.095477104,-1.558590726,1.56347305,-1.703695437,-1.596596066,0.180902004,0,0.095477104,-1.558590726,1.56347305,-1.703695437,-1.596596066,0.180902004,0,-1.2594,-0.6306,-0.039
2025-09-12T21:26:42.134071,0.093244076,-1.553380803,1.559025113,-1.703790327,-1.596513573,0.180651188,0,0.093244076,-1.553380803,1.559025113,-1.703790327,-1.596513573,0.180651188,0,-0.9394,-0.7506,0.321
2025-09-12T21:26:42.166144,0.091273785,-1.547796564,1.553673093,-1.703897615,-1.596478287,0.180423737,0,0.091273785,-1.547796564,1.553673093,-1.703897615,-1.596478287,0.180423737,0,-0.9594,-0.7106,0.141
2025-09-12T21:26:42.198109,0.089755058,-1.542819814,1.54835159,-1.703907629,-1.596416299,0.18029356,0,0.089755058,-1.542819814,1.54835159,-1.703907629,-1.596416299,0.18029356,0,-0.8994,-0.7306,0.241
2025-09-12T21:26:42.230167,0.088162899,-1.537576036,1.542324368,-1.703834673,-1.596284215,0.180114269,0,0.088162899,-1.537576036,1.542324368,-1.703834673,-1.596284215,0.180114269,0,-0.8594,-0.6506,0.101
2025-09-12T21:26:42.262145,0.086314678,-1.532056169,1.535543744,-1.703689714,-1.596152608,0.179970264,0,0.086314678,-1.532056169,1.535543744,-1.703689714,-1.596152608,0.179970264,0,-0.7594,-0.8106,-0.019
2025-09-12T21:26:42.310227,0.083205223,-1.524765329,1.526054684,-1.703522345,-1.596034352,0.179423809,0,0.083205223,-1.524765329,1.526054684,-1.703522345,-1.596034352,0.179423809,0,-0.7194,-0.7906,-0.039
2025-09-12T21:26:42.342269,0.080739498,-1.519986467,1.519556348,-1.703390738,-1.596034829,0.178385258,0,0.080739498,-1.519986467,1.519556348,-1.703390738,-1.596034829,0.178385258,0,-1.0394,-0.4906,0.161
2025-09-12T21:26:42.374219,0.078392982,-1.515526132,1.513235394,-1.703258654,-1.595998112,0.176224709,0,0.078392982,-1.515526132,1.513235394,-1.703258654,-1.595998112,0.176224709,0,-0.7994,-0.7906,-0.059
2025-09-12T21:26:42.406269,0.076024055,-1.511256055,1.506944958,-1.703065058,-1.596035782,0.17289257,0,0.076024055,-1.511256055,1.506944958,-1.703065058,-1.596035782,0.17289257,0,-1.0594,-0.7506,0.081
2025-09-12T21:26:42.438322,0.073968887,-1.506829099,1.500431363,-1.70288529,-1.596071545,0.169002533,0,0.073968887,-1.506829099,1.500431363,-1.70288529,-1.596071545,0.169002533,0,-0.5794,-0.7506,-0.079
2025-09-12T21:26:42.470281,0.072032928,-1.502095537,1.493881528,-1.702657362,-1.596180264,0.164393425,0,0.072032928,-1.502095537,1.493881528,-1.702657362,-1.596180264,0.164393425,0,-0.9794,-0.5906,-0.059
2025-09-12T21:26:42.502316,0.07051754,-1.496953802,1.487133328,-1.702441832,-1.596264187,0.159971237,0,0.07051754,-1.496953802,1.487133328,-1.702441832,-1.596264187,0.159971237,0,-0.8994,-0.7306,-0.079
2025-09-12T21:26:42.550366,0.068557262,-1.488734083,1.476869885,-1.702106615,-1.596444432,0.153851509,0,0.068557262,-1.488734083,1.476869885,-1.702106615,-1.596444432,0.153851509,0,-0.9994,-0.8306,0.001
2025-09-12T21:26:42.598334,0.06699419,-1.480490522,1.466583554,-1.701904913,-1.596551243,0.148818493,0,0.06699419,-1.480490522,1.466583554,-1.701904913,-1.596551243,0.148818493,0,-1.0794,-1.0706,-0.199
2025-09-12T21:26:42.630387,0.06626606,-1.474787549,1.45982391,-1.701857706,-1.596563164,0.14585638,0,0.06626606,-1.474787549,1.45982391,-1.701857706,-1.596563164,0.14585638,0,-1.0194,-0.8306,-0.259
2025-09-12T21:26:42.662399,0.065633297,-1.468779401,1.453401868,-1.701905867,-1.596658532,0.143787384,0,0.065633297,-1.468779401,1.453401868,-1.701905867,-1.596658532,0.143787384,0,-0.7994,-0.8706,-0.199
2025-09-12T21:26:42.694403,0.064997673,-1.462574796,1.447174374,-1.701978823,-1.596742455,0.141569614,0,0.064997673,-1.462574796,1.447174374,-1.701978823,-1.596742455,0.141569614,0,-0.7794,-0.6306,-0.299
2025-09-12T21:26:42.726520,0.064351082,-1.456250505,1.441570584,-1.702003141,-1.596742455,0.139522076,0,0.064351082,-1.456250505,1.441570584,-1.702003141,-1.596742455,0.139522076,0,-0.8394,-0.6906,-0.119
2025-09-12T21:26:42.774526,0.062904835,-1.446799116,1.434274975,-1.702366015,-1.596741978,0.137234211,0,0.062904835,-1.446799116,1.434274975,-1.702366015,-1.596741978,0.137234211,0,-0.4994,-0.7906,-0.299
2025-09-12T21:26:42.822522,0.060596943,-1.438428239,1.42908508,-1.702702185,-1.596801583,0.135316372,0,0.060596943,-1.438428239,1.42908508,-1.702702185,-1.596801583,0.135316372,0,-0.5794,-0.8706,-0.399
2025-09-12T21:26:42.870526,0.057041168,-1.429384069,1.424923245,-1.703012129,-1.596655671,0.13379097,0,0.057041168,-1.429384069,1.424923245,-1.703012129,-1.596655671,0.13379097,0,-0.9394,-0.6906,0.001
2025-09-12T21:26:42.918577,0.053199768,-1.420690851,1.421596829,-1.703335901,-1.596402947,0.132715225,0,0.053199768,-1.420690851,1.421596829,-1.703335901,-1.596402947,0.132715225,0,-0.8794,-0.8506,-0.159
2025-09-12T21:26:42.966598,0.049527645,-1.412190275,1.418819729,-1.70362248,-1.596175496,0.131903648,0,0.049527645,-1.412190275,1.418819729,-1.70362248,-1.596175496,0.131903648,0,-1.1594,-0.6306,-0.019
2025-09-12T21:26:43.014578,0.046283722,-1.404378251,1.416361157,-1.703790327,-1.595937077,0.13121748,0,0.046283722,-1.404378251,1.416361157,-1.703790327,-1.595937077,0.13121748,0,-0.7194,-0.8306,-0.179
